ID,interfaceType_ID,process_code,name,runner_ID,breakExecution,createdAt,createdBy,modifiedAt,modifiedBy,config_ID,config_tableName
0045,U,R,UPDATE HR COST DISTRIBUTION,0017,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0050,U,9,INTERFACE PROCESS COMPLETE,0008,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0060,U,Z,MANUALLY REJECTED,9999,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0010,T,1,FILE VALIDATION,0001,true,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0020,T,2,HIRE/RE-HIRE PROCESS,0002,true,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0026,T,S,Hiredinsuccessfactors,0026,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0030,T,4,ENTERPRISE PROJECT CREATE,0003,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0040,T,3,SALES ORDER CREATE/CHANGE,0004,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0050,T,O,DELETE PARTNERS,0005,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0060,T,C,UPDATE ENTERPRISE PROJECT,0006,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0070,T,E,SMART SEARCH ADDITIONAL INFOTYPE,0007,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0075,T,R,UPDATE HR COST DISTRIBUTION,0017,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0080,T,8,READY FOR OUTBOUND PROCESS,0008,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0090,T,Z,MANUALLY REJECTED,9999,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0020,4,1,FILE VALIDATION,0001,false,2025-05-07T00:00:00.000Z,mudrakolas@qubittron.com,2025-05-07T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0040,4,3,SALES ORDER CREATE/CHANGE,0004,false,2025-05-07T00:00:00.000Z,mudrakolas@qubittron.com,2025-05-07T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0050,4,5,PURCHASE ORDER CREATE/CHANGE,0004,false,2025-05-07T00:00:00.000Z,mudrakolas@qubittron.com,2025-05-07T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0060,4,9,INTERFACE PROCESS COMPLETE,0008,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0070,4,Z,MANUAL REJECT,0008,false,2025-05-07T00:00:00.000Z,mudrakolas@qubittron.com,2025-05-07T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0020,C,1,FILE VALIDATION,0001,false,2025-05-07T00:00:00.000Z,mudrakolas@qubittron.com,2025-05-07T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0030,C,T,TIME PROCESS,0009,false,2025-05-07T00:00:00.000Z,mudrakolas@qubittron.com,2025-05-07T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0060,C,9,INTERFACE PROCESS COMPLETE,0008,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0070,C,Z,MANUAL REJECT,9999,false,2025-05-07T00:00:00.000Z,mudrakolas@qubittron.com,2025-05-07T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0020,N,1,FILE VALIDATION,0001,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0030,N,T,TIME PROCESS,0009,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0040,N,3,SALES ORDER CREATE/CHANGE,0004,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0045,N,G,INTERCOMPANY SALES ORDER CREATE/CHANGE,0014,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0050,N,5,PURCHASE ORDER/CHANGE,0015,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0057,N,B,MIRO CREATE,0016,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0080,N,9,INTERFACE PROCESS COMPLETE,0019,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0090,N,Z,MANUALLY REJECTED,9999,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0020,E,1,FILE VALIDATION,0001,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0040,E,3,SALES ORDER CREATE/CHANGE,0004,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0045,E,F,UPDATE SALES ORDER PARTNERS,0010,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0030,E,4,INTERNAL ORDER CREATE,0003,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0050,E,5,PURCHASE ORDER/CHANGE,0015,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0060,E,6,UPDATE SALES ORDER,0015,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0067,E,C,UPDATE INTERNAL ORDER,0006,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0069,E,R,UPDATE HR COST DISTRIBUTION,0017,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0070,E,8,READY FOR OUTBOUND PROCESS,0008,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0080,E,Z,MANUALLY REJECTED,9999,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0020,D,1,FILE VALIDATION,0001,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0030,D,H,REJECT SALES ORDER,0018,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0040,D,I,REJECT IC SALES ORDER,0019,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0050,D,J,CANCEL MIRO,0020,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0060,D,K,REJECT PO,0021,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0070,D,L,CREATE CREDIT MEMO REQUEST,0022,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0080,D,M,CREATE IC CREDIT MEMO REQUEST,0023,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0090,D,N,CREATE MIRO CREDIT,0024,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0100,D,O,DELETE PARTNER FUNCTION,0025,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0110,D,P,DELETE PARTNER FUNCTION IC,0025,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0120,D,9,INTERFACE PROCESS COMPLETE,0008,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0130,D,Z,MANUALLY REJECTED,9999,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0020,F,1,FILE VALIDATION,0001,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0030,F,3,SALES ORDER CREATE/CHANGE,0004,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0040,F,5,PURCHASE ORDER/CHANGE,0015,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0050,F,B,MIRO CREATE,0016,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0060,F,Q,UPDATE SALES ORDER,0011,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0070,F,H,REJECT SALES ORDER,0018,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0080,F,9,INTERFACE PROCESS COMPLETE,0008,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0090,F,Z,MANUALLY REJECTED,9999,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0010,2,0,UPLOAD DATA,0001,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0020,2,1,FILE VALIDATION,0001,true,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0040,2,3,SALES ORDER CREATE/CHANGE,0004,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0045,2,G,INTERCOMPANY SALES ORDER CREATE/CHANGE,0014,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0050,2,5,PURCHASE ORDER/CHANGE,0015,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0057,2,B,MIRO CREATE,0016,false,2025-02-17T00:00:00.000Z,mudrakolas@qubittron.com,2025-02-19T00:00:00.000Z,mudrakolas@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0030,2,H,REJECT SALES ORDER,0018,true,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0060,2,I,REJECT IC SALES ORDER,0019,true,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0080,2,9,INTERFACE PROCESS COMPLETE,0008,false,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0020,Q,1,FILE VALIDATION,0001,true,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0030,Q,H,REJECT SALES ORDER,0018,true,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0040,Q,I,REJECT IC SALES ORDER,0019,true,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0050,Q,J,CANCEL MIRO,0020,true,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
0060,Q,K,REJECT PO,0021,true,2025-02-17T00:00:00.000Z,bavarvap@qubittron.com,2025-02-19T00:00:00.000Z,bavarvap@qubittron.com,b526ce31-5a9e-4916-9961-20bb1743c89b,IFS
